id,sinif,mezmun_xetti,standart_kodu,standart_metni,alt_standart_kodu,alt_standart_metni,yaradilma_tarixi,pisa_seviyyesi,pirls_kateqoriya,bloom_seviyyesi,kod
172,5,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin qrammatik kateqoriyalarını və morfoloji tərkibini müəyyən edir.,5-4.2.5,"Cümlənin məqsəd və intonasiyasına, quruluşuna görə növlərini müəyyən edir.",2026-03-17 19:59:43.623487,2,məlumat alma,anlamaq,Az_dili_V_4.2.5
173,5,Dil qaydaları,4.3,Punktuasiya: Yazıda punktuasiya qaydalarına əməl edir.,5-4.3.1,Məqsəd və intonasiyadan asılı olaraq cümlə sonunda uyğun durğu işarələrindən istifadə edir.,2026-03-17 19:59:43.623487,2,birbaşa anlama,tətbiq etmək,Az_dili_V_4.3.1
174,5,Dil qaydaları,4.3,Punktuasiya: Yazıda punktuasiya qaydalarına əməl edir.,5-4.3.2,Mürəkkəb cümlənin tərkib hissələri arasında vergül işarəsindən yerində istifadə edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_V_4.3.2
175,5,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,5-4.4.1,Söz tərkibindəki morfemlərin semantik mənasından çıxış edərək sözün mənasını müəyyən edir.,2026-03-17 19:59:43.623487,3,şərh etmə,anlamaq,Az_dili_V_4.4.1
176,5,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,5-4.4.2,Sözü müxtəlif yollarla izah edir.,2026-03-17 19:59:43.623487,2,şərh etmə,anlamaq,Az_dili_V_4.4.2
177,5,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,5-4.4.3,"Sözün həqiqi və məcazi mənalarını, sadə üslubi fiqurları, frazeologizmləri müəyyən edir.",2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_V_4.4.3
178,5,Dinləmə və danışma,1.1,"Dinləyib-anlama: Dinlədiyi məlumatı anlayır, izah edir və münasibət bildirir.",5-1.1.1,Mətni dinləyərkən açar sözlərin qeyd edilməsi.,2026-03-17 19:59:43.623487,2,məlumat alma,anlamaq,Az_dili_V_1.1.1
179,5,Dinləmə və danışma,1.1,"Dinləyib-anlama: Dinlədiyi məlumatı anlayır, izah edir və münasibət bildirir.",5-1.1.2,"Dinlədiyi mətni mövzu, məzmun, struktur və ideya baxımından şərh edir və obraz, fakt və fikirlərə münasibət bildirir.",2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_V_1.1.2
180,5,Dinləmə və danışma,1.1,"Dinləyib-anlama: Dinlədiyi məlumatı anlayır, izah edir və münasibət bildirir.",5-1.1.3,Dinlədiyi mətndəki obrazlara münasibətini əsaslandırır.,2026-03-17 19:59:43.623487,3,qiymətləndirmə,qiymətləndirmək,Az_dili_V_1.1.3
181,5,Dinləmə və danışma,1.2,Dialoji nitq: Müzakirə və dialoqlarda dinlədiyi fikirlərə adekvat reaksiya verir.,5-1.2.1,Mövzu üzrə araşdırdığı məlumatlar və tərtib etdiyi suallar əsasında dialoq qurur.,2026-03-17 19:59:43.623487,3,inteqrasiya,tətbiq etmək,Az_dili_V_1.2.1
182,5,Dinləmə və danışma,1.2,Dialoji nitq: Müzakirə və dialoqlarda dinlədiyi fikirlərə adekvat reaksiya verir.,5-1.2.2,"Müzakirə və debatlarda mövzu ilə bağlı mülahizələrini söyləyir, mühakimə yürüdür, başqalarının fikirlərinə münasibət bildirir.",2026-03-17 19:59:43.623487,3,qiymətləndirmə,qiymətləndirmək,Az_dili_V_1.2.2
183,5,Dinləmə və danışma,1.3,Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.,5-1.3.1,Tərtib etdiyi plan əsasında oxuduğu və dinlədiyi mətnləri nəql edir.,2026-03-17 19:59:43.623487,2,birbaşa anlama,tətbiq etmək,Az_dili_V_1.3.1
184,5,Dinləmə və danışma,1.3,Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.,5-1.3.2,Əldə etdiyi məlumatları rabitəli şəkildə təqdim edir.,2026-03-17 19:59:43.623487,2,inteqrasiya,tətbiq etmək,Az_dili_V_1.3.2
185,5,Dinləmə və danışma,1.4,Ədəbi dilin normaları və ekspressiv nitq: Danışarkən ədəbi dilin normalarına əməl edir və ekspressiv nitq nümayiş etdirir.,5-1.4.1,Şifahi nitqində orfoepiya normalarına riayət edir.,2026-03-17 19:59:43.623487,2,birbaşa anlama,tətbiq etmək,Az_dili_V_1.4.1
186,5,Dinləmə və danışma,1.4,Ədəbi dilin normaları və ekspressiv nitq: Danışarkən ədəbi dilin normalarına əməl edir və ekspressiv nitq nümayiş etdirir.,5-1.4.2,Danışarkən məzmuna uyğun intonasiyadan istifadə edir.,2026-03-17 19:59:43.623487,2,birbaşa anlama,tətbiq etmək,Az_dili_V_1.4.2
187,5,Oxu,2.1,Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.,5-2.1.1,Bədii və qeyri-bədii mətnləri oxuyarkən müvafiq səs tonu seçir.,2026-03-17 19:59:43.623487,2,birbaşa anlama,tətbiq etmək,Az_dili_V_2.1.1
188,5,Oxu,2.1,Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.,5-2.1.2,Mətndə açıq şəkildə ifadə olunmuş məlumatları müəyyənləşdirir.,2026-03-17 19:59:43.623487,2,məlumat alma,anlamaq,Az_dili_V_2.1.2
189,5,Oxu,2.1,Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.,5-2.1.3,Kontekstdən çıxış edərək mətndə tanış olmayan sözün mənasını müəyyən edir.,2026-03-17 19:59:43.623487,2,şərh etmə,anlamaq,Az_dili_V_2.1.3
190,5,Oxu,2.2,Şərhetmə və əlaqələndirmə: Mətndə açıq şəkildə ifadə olunmayan informasiya haqqında fikir yürüdür.,5-2.2.1,"Mətndə fikirləri, faktlar və hadisələr arasındakı əlaqəni müəyyən edir.",2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_V_2.2.1
191,5,Oxu,2.2,Şərhetmə və əlaqələndirmə: Mətndə açıq şəkildə ifadə olunmayan informasiya haqqında fikir yürüdür.,5-2.2.2,Mətndəki məlumatlardan çıxış edərək sətiraltı fikir və informasiyanı müəyyən edir.,2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_V_2.2.2
192,5,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,5-2.3.1,Mətndəki hadisələr və obrazların davranışına əsasən fikirlərin müəyyənləşdirilməsi.,2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_V_2.3.1
193,5,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,5-2.3.2,Mətndəki müəllif mövqeyinin faktdan fərqləndirilməsi.,2026-03-17 19:59:43.623487,3,qiymətləndirmə,təhlil etmək,Az_dili_V_2.3.2
194,5,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,5-2.3.3,Mətnin tərkib hissələrini və struktur elementlərini müəyyən edir.,2026-03-17 19:59:43.623487,2,şərh etmə,anlamaq,Az_dili_V_2.3.3
195,5,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,5-2.3.4,Mətni dil-üslub xüsusiyyətlərinə görə təhlil edir.,2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_V_2.3.4
196,5,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,5-2.3.5,Oxuduğu mətni mövzu və ideya baxımından digər mətnlərlə müqayisə edir.,2026-03-17 19:59:43.623487,3,qiymətləndirmə,təhlil etmək,Az_dili_V_2.3.5
197,5,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,5-2.3.6,Mətnin məzmunu ilə bağlı şəxsi mövqeyini ifadə edir.,2026-03-17 19:59:43.623487,3,qiymətləndirmə,qiymətləndirmək,Az_dili_V_2.3.6
198,5,Yazı,3.1,Yazı normaları: Yazısında ədəbi dilin normalarına və mətnin struktur tələblərinə riayət edir.,5-3.1.1,Yazısında məlumatları mətnin abzas və hissələri üzrə strukturlaşdırır.,2026-03-17 19:59:43.623487,2,birbaşa anlama,tətbiq etmək,Az_dili_V_3.1.1
199,5,Yazı,3.1,Yazı normaları: Yazısında ədəbi dilin normalarına və mətnin struktur tələblərinə riayət edir.,5-3.1.2,Yazısında ədəbi dilin normalarına riayət edir.,2026-03-17 19:59:43.623487,2,birbaşa anlama,tətbiq etmək,Az_dili_V_3.1.2
200,5,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,5-3.2.1,Tanış olduğu məlumatlar əsasında qeyri-bədii mətn yazır.,2026-03-17 19:59:43.623487,2,inteqrasiya,tətbiq etmək,Az_dili_V_3.2.1
201,5,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,5-3.2.2,"Fakt, hadisə, təxəyyül və təəssüratları əsasında mətn yazır.",2026-03-17 19:59:43.623487,3,qiymətləndirmə,yaratmaq,Az_dili_V_3.2.2
202,5,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,5-3.2.3,Məqsədə uyğun olaraq sadə əməli yazılar tərtib edir.,2026-03-17 19:59:43.623487,2,birbaşa anlama,tətbiq etmək,Az_dili_V_3.2.3
203,5,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,5-3.2.4,Əldə etdiyi məlumatlar əsasında sadə təqdimat materialı hazırlayır.,2026-03-17 19:59:43.623487,2,inteqrasiya,tətbiq etmək,Az_dili_V_3.2.4
204,6,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,6-4.1.1,Sözlərdə kar və cingiltili samitlərin deyilişi və yazılışı qaydalarına əməl edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VI_4.1.1
205,6,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,6-4.1.2,Səsdüşümü və səsartımı baş verən sözlərdə orfoqrafiya və orfoepiya qaydalarına əməl edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VI_4.1.2
206,6,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,6-4.1.3,Mürəkkəb adların böyük hərflə yazılışı qaydalarına əməl edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VI_4.1.3
207,6,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,6-4.1.4,"""L"" samiti ilə başlanan şəkilçilərin tələffüz qaydalarına riayət edir.",2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VI_4.1.4
208,6,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,6-4.1.5,Xəbər vəzifəsində olan sözlərin deyilişi və yazılışı qaydalarına əməl edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VI_4.1.5
209,6,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,6-4.1.6,Sözlərdə bəzi şəkilçi və morfemlərin yazılışı ilə bağlı qaydalara əməl edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VI_4.1.6
210,6,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,6-4.1.7,Sözlərin təkrarından yaranan mürəkkəb sözlərin yazılışı qaydalarına əməl edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VI_4.1.7
211,6,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,6-4.1.8,Bəzi köməkçi nitq hissələrinin bitişik və ayrı yazılış qaydalarına riayət edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VI_4.1.8
212,6,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,6-4.2.1,Kontekstdən çıxış edərək əsas nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,2026-03-17 19:59:43.623487,3,şərh etmə,anlamaq,Az_dili_VI_4.2.1
213,6,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,6-4.2.2,Köməkçi nitq hissələrinin semantik mənalarını və cümlədə funksiyasını müəyyən edir.,2026-03-17 19:59:43.623487,3,şərh etmə,anlamaq,Az_dili_VI_4.2.2
214,6,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,6-4.2.3,İsmi və feili birləşmələrin növlərini və yaranma yollarını müəyyən edir.,2026-03-17 19:59:43.623487,3,şərh etmə,anlamaq,Az_dili_VI_4.2.3
215,6,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,6-4.2.4,Cümlədəki fikrin ifadə olunmasında baş və ikincidərəcəli üzvlərin rolunu müəyyən edir.,2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_VI_4.2.4
216,6,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,6-4.2.5,Cümlədə söz sırasını müəyyən edir.,2026-03-17 19:59:43.623487,3,məlumat alma,anlamaq,Az_dili_VI_4.2.5
217,6,Dil qaydaları,4.3,Punktuasiya: Yazıda punktuasiya qaydalarına əməl edir.,6-4.3.1,Bağlayıcılardan əvvəl və sonra vergül işarəsindən yerində istifadə edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VI_4.3.1
218,6,Dil qaydaları,4.3,Punktuasiya: Yazıda punktuasiya qaydalarına əməl edir.,6-4.3.2,"O, bu əvəzliyindən sonra vergül işarəsindən yerində istifadə edir.",2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VI_4.3.2
219,6,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,6-4.4.1,Sözün morfoloji tərkibindən çıxış edərək mənasını müəyyənləşdirir və lüğət vasitəsilə dəqiqləşdirir.,2026-03-17 19:59:43.623487,3,şərh etmə,anlamaq,Az_dili_VI_4.4.1
220,6,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,6-4.4.2,"Sözü izah edərkən hiperonim, sinonim və antonimlər istifadə edir.",2026-03-17 19:59:43.623487,3,şərh etmə,tətbiq etmək,Az_dili_VI_4.4.2
221,6,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,6-4.4.3,Bədii mətnlərdə sadə məcazları və üslubi fiqurları müəyyən edir.,2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_VI_4.4.3
222,6,Dinləmə və danışma,1.1,"Dinləyib-anlama: Dinlədiyi məlumatı anlayır, izah edir və münasibət bildirir.",6-1.1.1,Mətni dinləyərkən əsas fakt və fikirləri qeyd edir.,2026-03-17 19:59:43.623487,2,məlumat alma,anlamaq,Az_dili_VI_1.1.1
223,6,Dinləmə və danışma,1.1,"Dinləyib-anlama: Dinlədiyi məlumatı anlayır, izah edir və münasibət bildirir.",6-1.1.2,Dinlədiyi mətndəki əsas fikri dəstəkləyən faktları müəyyənləşdirir.,2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_VI_1.1.2
224,6,Dinləmə və danışma,1.1,"Dinləyib-anlama: Dinlədiyi məlumatı anlayır, izah edir və münasibət bildirir.",6-1.1.3,Dinlədiyi mətndə hadisə və fikirlərə münasibətini əsaslandırır.,2026-03-17 19:59:43.623487,3,qiymətləndirmə,qiymətləndirmək,Az_dili_VI_1.1.3
225,6,Dinləmə və danışma,1.2,Dialoji nitq: Müzakirə və dialoqlarda dinlədiyi fikirlərə adekvat reaksiya verir.,6-1.2.1,Müzakirə və debatlarda tolerantlıq nümayiş etdirir.,2026-03-17 19:59:43.623487,3,qiymətləndirmə,tətbiq etmək,Az_dili_VI_1.2.1
226,6,Dinləmə və danışma,1.2,Dialoji nitq: Müzakirə və dialoqlarda dinlədiyi fikirlərə adekvat reaksiya verir.,6-1.2.2,Müzakirə zamanı danışanın fikrini verdiyi suallar əsasında aydınlaşdırır və rəy bildirir.,2026-03-17 19:59:43.623487,3,şərh etmə,anlamaq,Az_dili_VI_1.2.2
227,6,Dinləmə və danışma,1.3,Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.,6-1.3.1,Verilmiş mövzuya və ya situasiyaya uyğun mətn qurub nəql edir.,2026-03-17 19:59:43.623487,3,inteqrasiya,tətbiq etmək,Az_dili_VI_1.3.1
228,6,Dinləmə və danışma,1.3,Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.,6-1.3.2,Mövzu üzrə hazırladığı qrafik və ya verbal-qrafik informasiyanı rabitəli şəkildə şifahi təqdim edir.,2026-03-17 19:59:43.623487,3,inteqrasiya,tətbiq etmək,Az_dili_VI_1.3.2
229,6,Dinləmə və danışma,1.4,Ədəbi dilin normaları və ekspressiv nitq: Danışarkən ədəbi dilin normalarına əməl edir və ekspressiv nitq nümayiş etdirir.,6-1.4.1,Şifahi nitqində yeni öyrəndiyi akademik sözlərdən və frazeoloji ifadələrdən kontekstə uyğun istifadə edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VI_1.4.1
230,6,Dinləmə və danışma,1.4,Ədəbi dilin normaları və ekspressiv nitq: Danışarkən ədəbi dilin normalarına əməl edir və ekspressiv nitq nümayiş etdirir.,6-1.4.2,"Danışarkən səs tonunu tənzimləyir, pauza və məntiqi vurğudan istifadə edir.",2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VI_1.4.2
231,6,Oxu,2.1,Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.,6-2.1.1,Mətni oxuyarkən obrazların nitqini onların xarakterinə və emosional vəziyyətinə uyğun səsləndirilməsi.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VI_2.1.1
232,6,Oxu,2.1,Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.,6-2.1.2,Mətndəki fakt və hadisələrin ardıcıllığını müəyyənləşdirir.,2026-03-17 19:59:43.623487,2,məlumat alma,anlamaq,Az_dili_VI_2.1.2
233,6,Oxu,2.1,Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.,6-2.1.3,Kontekstdən çıxış edərək mətndə tanış olmayan sözün mənasını müəyyən edir.,2026-03-17 19:59:43.623487,3,şərh etmə,anlamaq,Az_dili_VI_2.1.3
234,6,Oxu,2.2,Şərhetmə və əlaqələndirmə: Mətndə açıq şəkildə ifadə olunmayan informasiya haqqında fikir yürüdür.,6-2.2.1,"Mətndə fikirləri, faktlar və hadisələr arasındakı əlaqəni müəyyən edir.",2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_VI_2.2.1
235,6,Oxu,2.2,Şərhetmə və əlaqələndirmə: Mətndə açıq şəkildə ifadə olunmayan informasiya haqqında fikir yürüdür.,6-2.2.2,Mətndə açıq şəkildə ifadə olunmayan şəkildə fikirləri digər fikirlərdən fərqləndirir.,2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_VI_2.2.2
236,6,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,6-2.3.1,Mətndən əsas fikri müəyyənləşdirməyə kömək edən məqamları seçərək izah edir.,2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_VI_2.3.1
237,6,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,6-2.3.2,Mətndəki fikirlərin əsaslandırılmasında faktların rolunu izah edir.,2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_VI_2.3.2
238,6,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,6-2.3.3,Mətnin tərkib hissələrini və struktur elementlərini onun məzmunu ilə əlaqəli şərh edir.,2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_VI_2.3.3
239,6,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,6-2.3.4,Mətni dil-üslub xüsusiyyətlərinə görə təhlil edir.,2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_VI_2.3.4
240,6,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,6-2.3.5,"Müxtəlif mətnləri mövzu, məzmun-struktur, ideya baxımından müqayisə edir.",2026-03-17 19:59:43.623487,3,qiymətləndirmə,təhlil etmək,Az_dili_VI_2.3.5
241,6,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,6-2.3.6,"Mətndəki fakt, hadisə və obrazlarla bağlı şəxsi mövqeyini bildirir.",2026-03-17 19:59:43.623487,3,qiymətləndirmə,qiymətləndirmək,Az_dili_VI_2.3.6
242,6,Yazı,3.1,Yazı normaları: Yazısında ədəbi dilin normalarına və mətnin struktur tələblərinə riayət edir.,6-3.1.1,Mətn yazarkən bədii və qeyri-bədii mətnlərin struktur elementləri arasındakı fərqin izahı.,2026-03-17 19:59:43.623487,3,şərh etmə,anlamaq,Az_dili_VI_3.1.1
243,6,Yazı,3.1,Yazı normaları: Yazısında ədəbi dilin normalarına və mətnin struktur tələblərinə riayət edir.,6-3.1.2,Yazısında ədəbi dilin normalarına riayət edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VI_3.1.2
244,6,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,6-3.2.1,Araşdırdığı mənbələrdən istifadə etməklə qeyri-bədii mətnlər yazır.,2026-03-17 19:59:43.623487,3,inteqrasiya,tətbiq etmək,Az_dili_VI_3.2.1
245,6,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,6-3.2.2,Tənqidi və yaradıcı təfəkkür nümayiş etdirməklə bədii və qeyri-bədii mətnlər yazır.,2026-03-17 19:59:43.623487,3,qiymətləndirmə,yaratmaq,Az_dili_VI_3.2.2
246,6,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,6-3.2.3,Sadə direktiv xarakterli mətnlər tertib edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VI_3.2.3
247,6,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,6-3.2.4,Bir neçə mənbədən istifadə etməklə apardığı araşdırma layihəsinin nəticələrini tezislər şəklində təqdim edir.,2026-03-17 19:59:43.623487,3,inteqrasiya,yaratmaq,Az_dili_VI_3.2.4
248,7,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,7-4.1.1,Vurğusu dəyişməklə mənası dəyişən sözlərin tələffüzünün fərqləndirilməsi.,2026-03-17 19:59:43.623487,3,şərh etmə,anlamaq,Az_dili_VII_4.1.1
249,7,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,7-4.1.2,Mürəkkəb adların böyük hərflə yazılışı qaydalarına riayət edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VII_4.1.2
250,7,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,7-4.1.3,Bəzi sözlərin hal şəkilçiləri qəbul edərkən deyilişi və yazılışı arasında yaranan fərqi izah edir.,2026-03-17 19:59:43.623487,3,şərh etmə,anlamaq,Az_dili_VII_4.1.3
251,7,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,7-4.1.4,Sinonim və hiponimlərin birləşməsindən əmələ gələn mürəkkəb sözlərin yazılışı qaydalarına əməl edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VII_4.1.4
252,7,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,7-4.1.5,Bəzi köməkçi nitq hissələrinin bitişik və ayrı yazılış qaydalarına riayət edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VII_4.1.5
253,7,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,7-4.2.1,Kontekstdən çıxış edərək əsas nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,2026-03-17 19:59:43.623487,3,şərh etmə,anlamaq,Az_dili_VII_4.2.1
254,7,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,7-4.2.2,Köməkçi nitq hissələrinin semantik məna növlərinin fərqləndirilməsi.,2026-03-17 19:59:43.623487,3,şərh etmə,anlamaq,Az_dili_VII_4.2.2
255,7,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,7-4.2.3,Cümlədə söz birləşmələrini və onların sintaktik funksiyasını müəyyən edir.,2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_VII_4.2.3
